,Date,Unnamed: 0,Unnamed: 0.1,Day,Month,Year,dict_sentiment,sentiment,sentiment_polarity,,Brent,,,,,,
,,,,,,,,,,,,,,,,20/07/2015,56.65
,,,,,,,,,,,,,,,,21/07/2015,57.04
,,,,,,,,,,,,,,,,22/07/2015,56.13
,,,,,,,,,,,,,,,,23/07/2015,55.27
,,,,,,,,,,,,,,,,24/07/2015,54.62
,,,,,,,,,,,,,,,,27/07/2015,53.47
,,,,,,,,,,,,,,,,28/07/2015,53.3
,,,,,,,,,,,,,,,,29/07/2015,53.38
,,,,,,,,,,,,,,,,30/07/2015,53.31
,,,,,,,,,,,,,,,,31/07/2015,52.21
,,,,,,,,,,,,,,,,03/08/2015,49.52
,,,,,,,,,,,,,,,,04/08/2015,49.99
,,,,,,,,,,,,,,,,05/08/2015,49.59
,,,,,,,,,,,,,,,,06/08/2015,49.52
,,,,,,,,,,,,,,,,07/08/2015,48.61
,,,,,,,,,,,,,,,,10/08/2015,50.41
,,,,,,,,,,,,,,,,11/08/2015,49.18
,,,,,,,,,,,,,,,,12/08/2015,49.66
,,,,,,,,,,,,,,,,13/08/2015,49.22
,,,,,,,,,,,,,,,,14/08/2015,49.03
,,,,,,,,,,,,,,,,17/08/2015,48.74
,,,,,,,,,,,,,,,,18/08/2015,48.81
,,,,,,,,,,,,,,,,19/08/2015,47.16
,,,,,,,,,,,,,,,,20/08/2015,46.62
,,,,,,,,,,,,,,,,21/08/2015,45.46
,,,,,,,,,,,,,,,,24/08/2015,42.69
,,,,,,,,,,,,,,,,25/08/2015,43.21
,,,,,,,,,,,,,,,,26/08/2015,43.14
,,,,,,,,,,,,,,,,27/08/2015,47.56
,,,,,,,,,,,,,,,,28/08/2015,50.05
,,,,,,,,,,,,,,,,31/08/2015,54.15
,,,,,,,,,,,,,,,,01/09/2015,49.56
,,,,,,,,,,,,,,,,02/09/2015,50.5
,,,,,,,,,,,,,,,,03/09/2015,50.68
,,,,,,,,,,,,,,,,04/09/2015,49.61
,,,,,,,,,,,,,,,,07/09/2015,47.63
,,,,,,,,,,,,,,,,08/09/2015,49.52
,,,,,,,,,,,,,,,,09/09/2015,47.58
,,,,,,,,,,,,,,,,10/09/2015,48.89
,,,,,,,,,,,,,,,,11/09/2015,48.14
,,,,,,,,,,,,,,,,14/09/2015,46.37
,,,,,,,,,,,,,,,,15/09/2015,46.63
,,,,,,,,,,,,,,,,16/09/2015,49.75
,,,,,,,,,,,,,,,,17/09/2015,49.08
,,,,,,,,,,,,,,,,18/09/2015,47.47
,,,,,,,,,,,,,,,,21/09/2015,48.92
,,,,,,,,,,,,,,,,22/09/2015,49.08
,,,,,,,,,,,,,,,,23/09/2015,47.75
,,,,,,,,,,,,,,,,24/09/2015,48.17
,,,,,,,,,,,,,,,,25/09/2015,48.6
,,,,,,,,,,,,,,,,28/09/2015,47.34
,,,,,,,,,,,,,,,,29/09/2015,48.23
,,,,,,,,,,,,,,,,30/09/2015,48.37
,,,,,,,,,,,,,,,,01/10/2015,47.69
,,,,,,,,,,,,,,,,02/10/2015,48.13
,,,,,,,,,,,,,,,,05/10/2015,49.25
,,,,,,,,,,,,,,,,06/10/2015,51.92
,,,,,,,,,,,,,,,,07/10/2015,51.33
,,,,,,,,,,,,,,,,08/10/2015,53.05
,,,,,,,,,,,,,,,,09/10/2015,52.65
,,,,,,,,,,,,,,,,12/10/2015,49.86
,,,,,,,,,,,,,,,,13/10/2015,49.24
,,,,,,,,,,,,,,,,14/10/2015,49.15
,,,,,,,,,,,,,,,,15/10/2015,48.71
,,,,,,,,,,,,,,,,16/10/2015,50.46
,,,,,,,,,,,,,,,,19/10/2015,48.61
,,,,,,,,,,,,,,,,20/10/2015,48.71
,,,,,,,,,,,,,,,,21/10/2015,47.85
,,,,,,,,,,,,,,,,22/10/2015,48.08
,,,,,,,,,,,,,,,,23/10/2015,47.99
,,,,,,,,,,,,,,,,26/10/2015,47.54
,,,,,,,,,,,,,,,,27/10/2015,46.81
,,,,,,,,,,,,,,,,28/10/2015,49.05
,,,,,,,,,,,,,,,,29/10/2015,48.8
,,,,,,,,,,,,,,,,30/10/2015,49.56
,,,,,,,,,,,,,,,,02/11/2015,48.79
,,,,,,,,,,,,,,,,03/11/2015,50.54
,,,,,,,,,,,,,,,,04/11/2015,48.58
,,,,,,,,,,,,,,,,05/11/2015,47.98
,,,,,,,,,,,,,,,,06/11/2015,47.42
,,,,,,,,,,,,,,,,09/11/2015,47.19
,,,,,,,,,,,,,,,,10/11/2015,47.44
,,,,,,,,,,,,,,,,11/11/2015,45.81
,,,,,,,,,,,,,,,,12/11/2015,44.06
,,,,,,,,,,,,,,,,13/11/2015,43.61
,,,,,,,,,,,,,,,,16/11/2015,44.56
,,,,,,,,,,,,,,,,17/11/2015,43.57
,,,,,,,,,,,,,,,,18/11/2015,44.14
,,,,,,,,,,,,,,,,19/11/2015,44.18
,,,,,,,,,,,,,,,,20/11/2015,44.66
,,,,,,,,,,,,,,,,23/11/2015,44.83
,,,,,,,,,,,,,,,,24/11/2015,46.12
,,,,,,,,,,,,,,,,25/11/2015,46.17
,,,,,,,,,,,,,,,,26/11/2015,45.46
,,,,,,,,,,,,,,,,27/11/2015,44.86
,,,,,,,,,,,,,,,,30/11/2015,44.61
,,,,,,,,,,,,,,,,01/12/2015,44.44
,,,,,,,,,,,,,,,,02/12/2015,42.49
,,,,,,,,,,,,,,,,03/12/2015,43.84
,,,,,,,,,,,,,,,,04/12/2015,43
,,,,,,,,,,,,,,,,07/12/2015,40.73
,,,,,,,,,,,,,,,,08/12/2015,40.26
,,,,,,,,,,,,,,,,09/12/2015,40.11
,,,,,,,,,,,,,,,,10/12/2015,39.73
,,,,,,,,,,,,,,,,11/12/2015,37.93
,,,,,,,,,,,,,,,,14/12/2015,37.92
,,,,,,,,,,,,,,,,15/12/2015,38.45
,,,,,,,,,,,,,,,,16/12/2015,37.19
,,,,,,,,,,,,,,,,17/12/2015,37.06
,,,,,,,,,,,,,,,,18/12/2015,36.88
,,,,,,,,,,,,,,,,21/12/2015,36.35
,,,,,,,,,,,,,,,,22/12/2015,36.11
,,,,,,,,,,,,,,,,23/12/2015,37.36
,,,,,,,,,,,,,,,,24/12/2015,37.89
,,,,,,,,,,,,,,,,28/12/2015,36.62
,,,,,,,,,,,,,,,,29/12/2015,37.79
,,,,,,,,,,,,,,,,30/12/2015,36.46
,,,,,,,,,,,,,,,,31/12/2015,37.28
,,,,,,,,,,,,,,,,04/01/2016,37.22
,,,,,,,,,,,,,,,,05/01/2016,36.42
,,,,,,,,,,,,,,,,06/01/2016,34.23
,,,,,,,,,,,,,,,,07/01/2016,33.75
,,,,,,,,,,,,,,,,08/01/2016,33.55
,,,,,,,,,,,,,,,,11/01/2016,31.55
,,,,,,,,,,,,,,,,12/01/2016,30.86
,,,,,,,,,,,,,,,,13/01/2016,30.31
,,,,,,,,,,,,,,,,14/01/2016,31.03
,,,,,,,,,,,,,,,,15/01/2016,28.94
,,,,,,,,,,,,,,,,18/01/2016,28.55
,,,,,,,,,,,,,,,,19/01/2016,28.76
,,,,,,,,,,,,,,,,20/01/2016,27.88
,,,,,,,,,,,,,,,,21/01/2016,29.25
,,,,,,,,,,,,,,,,22/01/2016,32.18
,,,,,,,,,,,,,,,,25/01/2016,30.5
,,,,,,,,,,,,,,,,26/01/2016,31.8
,,,,,,,,,,,,,,,,27/01/2016,33.1
,,,,,,,,,,,,,,,,28/01/2016,33.89
,,,,,,,,,,,,,,,,29/01/2016,34.74
,,,,,,,,,,,,,,,,01/02/2016,34.24
,,,,,,,,,,,,,,,,02/02/2016,32.72
,,,,,,,,,,,,,,,,03/02/2016,35.04
,,,,,,,,,,,,,,,,04/02/2016,34.46
,,,,,,,,,,,,,,,,05/02/2016,34.06
,,,,,,,,,,,,,,,,08/02/2016,32.88
,,,,,,,,,,,,,,,,09/02/2016,30.32
,,,,,,,,,,,,,,,,10/02/2016,30.84
,,,,,,,,,,,,,,,,11/02/2016,30.06
,,,,,,,,,,,,,,,,12/02/2016,33.36
,,,,,,,,,,,,,,,,15/02/2016,33.39
,,,,,,,,,,,,,,,,16/02/2016,32.18
,,,,,,,,,,,,,,,,17/02/2016,34.5
,,,,,,,,,,,,,,,,18/02/2016,34.28
,,,,,,,,,,,,,,,,19/02/2016,33.01
,,,,,,,,,,,,,,,,22/02/2016,34.69
,,,,,,,,,,,,,,,,23/02/2016,33.27
,,,,,,,,,,,,,,,,24/02/2016,34.41
,,,,,,,,,,,,,,,,25/02/2016,35.29
,,,,,,,,,,,,,,,,26/02/2016,35.1
,,,,,,,,,,,,,,,,29/02/2016,35.97
,,,,,,,,,,,,,,,,01/03/2016,36.81
,,,,,,,,,,,,,,,,02/03/2016,36.93
,,,,,,,,,,,,,,,,03/03/2016,37.07
,,,,,,,,,,,,,,,,04/03/2016,38.72
,,,,,,,,,,,,,,,,07/03/2016,40.84
,,,,,,,,,,,,,,,,08/03/2016,39.65
,,,,,,,,,,,,,,,,09/03/2016,41.07
,,,,,,,,,,,,,,,,10/03/2016,40.05
,,,,,,,,,,,,,,,,11/03/2016,40.39
,,,,,,,,,,,,,,,,14/03/2016,39.53
,,,,,,,,,,,,,,,,15/03/2016,38.74
,,,,,,,,,,,,,,,,16/03/2016,40.33
,,,,,,,,,,,,,,,,17/03/2016,41.54
,,,,,,,,,,,,,,,,18/03/2016,41.2
,,,,,,,,,,,,,,,,21/03/2016,41.54
,,,,,,,,,,,,,,,,22/03/2016,41.79
,,,,,,,,,,,,,,,,23/03/2016,40.47
,,,,,,,,,,,,,,,,24/03/2016,40.44
,,,,,,,,,,,,,,,,28/03/2016,40.27
,,,,,,,,,,,,,,,,29/03/2016,39.14
,,,,,,,,,,,,,,,,30/03/2016,39.26
,,,,,,,,,,,,,,,,31/03/2016,39.6
,,,,,,,,,,,,,,,,01/04/2016,38.67
,,,,,,,,,,,,,,,,04/04/2016,37.69
,,,,,,,,,,,,,,,,05/04/2016,37.87
,,,,,,,,,,,,,,,,06/04/2016,39.84
,,,,,,,,,,,,,,,,07/04/2016,39.43
,,,,,,,,,,,,,,,,08/04/2016,41.94
,,,,,,,,,,,,,,,,11/04/2016,42.83
,,,,,,,,,,,,,,,,12/04/2016,44.69
,,,,,,,,,,,,,,,,13/04/2016,44.18
,,,,,,,,,,,,,,,,14/04/2016,43.84
,,,,,,,,,,,,,,,,15/04/2016,43.1
,,,,,,,,,,,,,,,,18/04/2016,42.91
,,,,,,,,,,,,,,,,19/04/2016,44.03
,,,,,,,,,,,,,,,,20/04/2016,45.8
,,,,,,,,,,,,,,,,21/04/2016,44.53
,,,,,,,,,,,,,,,,22/04/2016,45.11
,,,,,,,,,,,,,,,,25/04/2016,44.48
,,,,,,,,,,,,,,,,26/04/2016,45.74
,,,,,,,,,,,,,,,,27/04/2016,47.18
,,,,,,,,,,,,,,,,28/04/2016,48.14
,,,,,,,,,,,,,,,,29/04/2016,48.13
,,,,,,,,,,,,,,,,02/05/2016,45.83
,,,,,,,,,,,,,,,,03/05/2016,44.97
,,,,,,,,,,,,,,,,04/05/2016,44.62
,,,,,,,,,,,,,,,,05/05/2016,45.01
,,,,,,,,,,,,,,,,06/05/2016,45.37
,,,,,,,,,,,,,,,,09/05/2016,43.63
,,,,,,,,,,,,,,,,10/05/2016,45.52
,,,,,,,,,,,,,,,,11/05/2016,47.6
,,,,,,,,,,,,,,,,12/05/2016,48.08
,,,,,,,,,,,,,,,,13/05/2016,47.83
,,,,,,,,,,,,,,,,16/05/2016,48.97
,,,,,,,,,,,,,,,,17/05/2016,49.28
,,,,,,,,,,,,,,,,18/05/2016,48.93
,,,,,,,,,,,,,,,,19/05/2016,48.81
,,,,,,,,,,,,,,,,20/05/2016,48.72
,,,,,,,,,,,,,,,,23/05/2016,48.35
,,,,,,,,,,,,,,,,24/05/2016,48.61
,,,,,,,,,,,,,,,,25/05/2016,49.74
,,,,,,,,,,,,,,,,26/05/2016,49.59
,,,,,,,,,,,,,,,,27/05/2016,49.32
,,,,,,,,,,,,,,,,30/05/2016,49.76
,,,,,,,,,,,,,,,,31/05/2016,49.69
,,,,,,,,,,,,,,,,01/06/2016,49.72
,,,,,,,,,,,,,,,,02/06/2016,50.04
,,,,,,,,,,,,,,,,03/06/2016,49.64
,,,,,,,,,,,,,,,,06/06/2016,50.55
,,,,,,,,,,,,,,,,07/06/2016,51.44
,,,,,,,,,,,,,,,,08/06/2016,52.51
,,,,,,,,,,,,,,,,09/06/2016,51.95
,,,,,,,,,,,,,,,,10/06/2016,50.54
,,,,,,,,,,,,,,,,13/06/2016,50.35
,,,,,,,,,,,,,,,,14/06/2016,49.83
,,,,,,,,,,,,,,,,15/06/2016,48.97
,,,,,,,,,,,,,,,,16/06/2016,47.19
,,,,,,,,,,,,,,,,17/06/2016,49.17
,,,,,,,,,,,,,,,,20/06/2016,50.65
,,,,,,,,,,,,,,,,21/06/2016,50.62
,,,,,,,,,,,,,,,,22/06/2016,49.88
,,,,,,,,,,,,,,,,23/06/2016,50.91
,,,,,,,,,,,,,,,,24/06/2016,48.41
,,,,,,,,,,,,,,,,27/06/2016,47.16
,,,,,,,,,,,,,,,,28/06/2016,48.58
,,,,,,,,,,,,,,,,29/06/2016,50.61
,,,,,,,,,,,,,,,,30/06/2016,49.68
,,,,,,,,,,,,,,,,01/07/2016,50.35
,,,,,,,,,,,,,,,,04/07/2016,50.1
,,,,,,,,,,,,,,,,05/07/2016,47.96
,,,,,,,,,,,,,,,,06/07/2016,48.8
,,,,,,,,,,,,,,,,07/07/2016,46.4
,,,,,,,,,,,,,,,,08/07/2016,46.76
,,,,,,,,,,,,,,,,11/07/2016,46.25
,,,,,,,,,,,,,,,,12/07/2016,48.47
,,,,,,,,,,,,,,,,13/07/2016,46.26
,,,,,,,,,,,,,,,,14/07/2016,47.37
,,,,,,,,,,,,,,,,15/07/2016,47.61
,,,,,,,,,,,,,,,,18/07/2016,46.96
,,,,,,,,,,,,,,,,19/07/2016,46.66
,,,,,,,,,,,,,,,,20/07/2016,47.17
,,,,,,,,,,,,,,,,21/07/2016,46.2
,,,,,,,,,,,,,,,,22/07/2016,45.69
,,,,,,,,,,,,,,,,25/07/2016,44.72
,,,,,,,,,,,,,,,,26/07/2016,44.87
,,,,,,,,,,,,,,,,27/07/2016,43.47
,,,,,,,,,,,,,,,,28/07/2016,42.7
,,,,,,,,,,,,,,,,29/07/2016,42.46
,,,,,,,,,,,,,,,,01/08/2016,42.14
,,,,,,,,,,,,,,,,02/08/2016,41.8
,,,,,,,,,,,,,,,,03/08/2016,43.1
,,,,,,,,,,,,,,,,04/08/2016,44.29
,,,,,,,,,,,,,,,,05/08/2016,44.27
,,,,,,,,,,,,,,,,08/08/2016,45.39
,,,,,,,,,,,,,,,,09/08/2016,44.98
,,,,,,,,,,,,,,,,10/08/2016,44.05
,,,,,,,,,,,,,,,,11/08/2016,46.04
,,,,,,,,,,,,,,,,12/08/2016,46.97
,,,,,,,,,,,,,,,,15/08/2016,48.35
,,,,,,,,,,,,,,,,16/08/2016,49.23
,,,,,,,,,,,,,,,,17/08/2016,49.85
,,,,,,,,,,,,,,,,18/08/2016,50.89
,,,,,,,,,,,,,,,,19/08/2016,50.88
,,,,,,,,,,,,,,,,22/08/2016,49.16
,,,,,,,,,,,,,,,,23/08/2016,49.96
,,,,,,,,,,,,,,,,24/08/2016,49.05
,,,,,,,,,,,,,,,,25/08/2016,49.67
,,,,,,,,,,,,,,,,26/08/2016,49.92
,,,,,,,,,,,,,,,,29/08/2016,49.26
,,,,,,,,,,,,,,,,30/08/2016,48.37
,,,,,,,,,,,,,,,,31/08/2016,47.04
,,,,,,,,,,,,,,,,01/09/2016,45.45
,,,,,,,,,,,,,,,,02/09/2016,46.83
,,,,,,,,,,,,,,,,05/09/2016,47.63
,,,,,,,,,,,,,,,,06/09/2016,47.26
,,,,,,,,,,,,,,,,07/09/2016,47.98
,,,,,,,,,,,,,,,,08/09/2016,49.99
,,,,,,,,,,,,,,,,09/09/2016,48.01
,,,,,,,,,,,,,,,,12/09/2016,48.32
,,,,,,,,,,,,,,,,13/09/2016,47.1
,,,,,,,,,,,,,,,,14/09/2016,45.85
,,,,,,,,,,,,,,,,15/09/2016,46.59
,,,,,,,,,,,,,,,,16/09/2016,45.77
,,,,,,,,,,,,,,,,19/09/2016,45.95
,,,,,,,,,,,,,,,,20/09/2016,45.88
,,,,,,,,,,,,,,,,21/09/2016,46.83
,,,,,,,,,,,,,,,,22/09/2016,47.65
,,,,,,,,,,,,,,,,23/09/2016,45.89
,,,,,,,,,,,,,,,,26/09/2016,47.35
,,,,,,,,,,,,,,,,27/09/2016,45.97
,,,,,,,,,,,,,,,,28/09/2016,48.69
,,,,,,,,,,,,,,,,29/09/2016,49.24
,,,,,,,,,,,,,,,,30/09/2016,49.06
,,,,,,,,,,,,,,,,03/10/2016,50.89
,,,,,,,,,,,,,,,,04/10/2016,50.87
,,,,,,,,,,,,,,,,05/10/2016,51.86
,,,,,,,,,,,,,,,,06/10/2016,52.51
,,,,,,,,,,,,,,,,07/10/2016,51.93
,,,,,,,,,,,,,,,,10/10/2016,53.14
,,,,,,,,,,,,,,,,11/10/2016,52.41
,,,,,,,,,,,,,,,,12/10/2016,51.81
,,,,,,,,,,,,,,,,13/10/2016,52.03
,,,,,,,,,,,,,,,,14/10/2016,51.95
,,,,,,,,,,,,,,,,17/10/2016,51.52
,,,,,,,,,,,,,,,,18/10/2016,51.68
,,,,,,,,,,,,,,,,19/10/2016,52.67
,,,,,,,,,,,,,,,,20/10/2016,51.38
,,,,,,,,,,,,,,,,21/10/2016,51.78
,,,,,,,,,,,,,,,,24/10/2016,51.46
,,,,,,,,,,,,,,,,25/10/2016,50.79
,,,,,,,,,,,,,,,,26/10/2016,49.98
,,,,,,,,,,,,,,,,27/10/2016,50.47
,,,,,,,,,,,,,,,,28/10/2016,49.71
,,,,,,,,,,,,,,,,31/10/2016,48.3
,,,,,,,,,,,,,,,,01/11/2016,48.14
,,,,,,,,,,,,,,,,02/11/2016,46.86
,,,,,,,,,,,,,,,,03/11/2016,46.35
,,,,,,,,,,,,,,,,04/11/2016,45.58
,,,,,,,,,,,,,,,,07/11/2016,46.15
,,,,,,,,,,,,,,,,08/11/2016,46.04
,,,,,,,,,,,,,,,,09/11/2016,46.36
,,,,,,,,,,,,,,,,10/11/2016,45.84
,,,,,,,,,,,,,,,,11/11/2016,44.75
,,,,,,,,,,,,,,,,14/11/2016,44.43
,,,,,,,,,,,,,,,,15/11/2016,46.95
,,,,,,,,,,,,,,,,16/11/2016,46.63
,,,,,,,,,,,,,,,,17/11/2016,46.49
,,,,,,,,,,,,,,,,18/11/2016,46.86
,,,,,,,,,,,,,,,,21/11/2016,48.9
,,,,,,,,,,,,,,,,22/11/2016,49.12
,,,,,,,,,,,,,,,,23/11/2016,48.95
,,,,,,,,,,,,,,,,24/11/2016,49
,,,,,,,,,,,,,,,,25/11/2016,47.24
,,,,,,,,,,,,,,,,28/11/2016,48.24
,,,,,,,,,,,,,,,,29/11/2016,46.38
,,,,,,,,,,,,,,,,30/11/2016,50.47
,,,,,,,,,,,,,,,,01/12/2016,53.94
,,,,,,,,,,,,,,,,02/12/2016,54.46
,,,,,,,,,,,,,,,,05/12/2016,54.94
,,,,,,,,,,,,,,,,06/12/2016,53.93
,,,,,,,,,,,,,,,,07/12/2016,53
,,,,,,,,,,,,,,,,08/12/2016,53.89
,,,,,,,,,,,,,,,,09/12/2016,54.33
,,,,,,,,,,,,,,,,12/12/2016,55.69
,,,,,,,,,,,,,,,,13/12/2016,55.72
,,,,,,,,,,,,,,,,14/12/2016,53.9
,,,,,,,,,,,,,,,,15/12/2016,54.02
,,,,,,,,,,,,,,,,16/12/2016,55.21
,,,,,,,,,,,,,,,,19/12/2016,54.92
,,,,,,,,,,,,,,,,20/12/2016,55.35
,,,,,,,,,,,,,,,,21/12/2016,54.46
,,,,,,,,,,,,,,,,22/12/2016,55.05
,,,,,,,,,,,,,,,,23/12/2016,55.16
,,,,,,,,,,,,,,,,27/12/2016,56.09
,,,,,,,,,,,,,,,,28/12/2016,56.22
,,,,,,,,,,,,,,,,29/12/2016,56.14
,,,,,,,,,,,,,,,,30/12/2016,56.82
,,,,,,,,,,,,,,,,03/01/2017,55.47
,,,,,,,,,,,,,,,,04/01/2017,56.46
,,,,,,,,,,,,,,,,05/01/2017,56.89
,,,,,,,,,,,,,,,,06/01/2017,57.1
,,,,,,,,,,,,,,,,09/01/2017,54.94
,,,,,,,,,,,,,,,,10/01/2017,53.64
,,,,,,,,,,,,,,,,11/01/2017,55.1
,,,,,,,,,,,,,,,,12/01/2017,56.01
,,,,,,,,,,,,,,,,13/01/2017,55.45
,,,,,,,,,,,,,,,,16/01/2017,55.86
,,,,,,,,,,,,,,,,17/01/2017,55.47
,,,,,,,,,,,,,,,,18/01/2017,53.92
,,,,,,,,,,,,,,,,19/01/2017,54.16
,,,,,,,,,,,,,,,,20/01/2017,55.49
,,,,,,,,,,,,,,,,23/01/2017,55.23
,,,,,,,,,,,,,,,,24/01/2017,55.44
,,,,,,,,,,,,,,,,25/01/2017,55.08
,,,,,,,,,,,,,,,,26/01/2017,56.24
,,,,,,,,,,,,,,,,27/01/2017,55.52
,,,,,,,,,,,,,,,,30/01/2017,55.23
,,,,,,,,,,,,,,,,31/01/2017,55.7
,,,,,,,,,,,,,,,,01/02/2017,56.8
,,,,,,,,,,,,,,,,02/02/2017,56.56
,,,,,,,,,,,,,,,,03/02/2017,56.81
,,,,,,,,,,,,,,,,06/02/2017,55.72
,,,,,,,,,,,,,,,,07/02/2017,55.05
,,,,,,,,,,,,,,,,08/02/2017,55.12
,,,,,,,,,,,,,,,,09/02/2017,55.63
,,,,,,,,,,,,,,,,10/02/2017,56.7
,,,,,,,,,,,,,,,,13/02/2017,55.59
,,,,,,,,,,,,,,,,14/02/2017,55.97
,,,,,,,,,,,,,,,,15/02/2017,55.75
,,,,,,,,,,,,,,,,16/02/2017,55.65
,,,,,,,,,,,,,,,,17/02/2017,55.81
,,,,,,,,,,,,,,,,20/02/2017,56.18
,,,,,,,,,,,,,,,,21/02/2017,56.66
,,,,,,,,,,,,,,,,22/02/2017,55.84
,,,,,,,,,,,,,,,,23/02/2017,56.58
,,,,,,,,,,,,,,,,24/02/2017,55.99
,,,,,,,,,,,,,,,,27/02/2017,55.93
,,,,,,,,,,,,,,,,28/02/2017,55.59
,,,,,,,,,,,,,,,,01/03/2017,56.36
,,,,,,,,,,,,,,,,02/03/2017,55.08
,,,,,,,,,,,,,,,,03/03/2017,55.9
,,,,,,,,,,,,,,,,06/03/2017,56.01
,,,,,,,,,,,,,,,,07/03/2017,55.92
,,,,,,,,,,,,,,,,08/03/2017,53.11
,,,,,,,,,,,,,,,,09/03/2017,52.19
,,,,,,,,,,,,,,,,10/03/2017,51.37
,,,,,,,,,,,,,,,,13/03/2017,51.35
,,,,,,,,,,,,,,,,14/03/2017,50.92
,,,,,,,,,,,,,,,,15/03/2017,51.81
,,,,,,,,,,,,,,,,16/03/2017,51.74
,,,,,,,,,,,,,,,,17/03/2017,51.76
,,,,,,,,,,,,,,,,20/03/2017,51.62
,,,,,,,,,,,,,,,,21/03/2017,50.96
,,,,,,,,,,,,,,,,22/03/2017,50.64
,,,,,,,,,,,,,,,,23/03/2017,50.56
,,,,,,,,,,,,,,,,24/03/2017,50.8
,,,,,,,,,,,,,,,,27/03/2017,50.75
,,,,,,,,,,,,,,,,28/03/2017,51.33
,,,,,,,,,,,,,,,,29/03/2017,52.42
,,,,,,,,,,,,,,,,30/03/2017,52.96
,,,,,,,,,,,,,,,,31/03/2017,52.83
,,,,,,,,,,,,,,,,03/04/2017,53.12
,,,,,,,,,,,,,,,,04/04/2017,54.17
,,,,,,,,,,,,,,,,05/04/2017,54.36
,,,,,,,,,,,,,,,,06/04/2017,54.89
,,,,,,,,,,,,,,,,07/04/2017,55.24
,,,,,,,,,,,,,,,,10/04/2017,55.98
,,,,,,,,,,,,,,,,11/04/2017,56.23
,,,,,,,,,,,,,,,,12/04/2017,55.86
,,,,,,,,,,,,,,,,13/04/2017,55.89
,,,,,,,,,,,,,,,,17/04/2017,55.36
,,,,,,,,,,,,,,,,18/04/2017,54.89
,,,,,,,,,,,,,,,,19/04/2017,52.93
,,,,,,,,,,,,,,,,20/04/2017,52.99
,,,,,,,,,,,,,,,,21/04/2017,51.96
,,,,,,,,,,,,,,,,24/04/2017,51.6
,,,,,,,,,,,,,,,,25/04/2017,52.1
,,,,,,,,,,,,,,,,26/04/2017,51.82
,,,,,,,,,,,,,,,,27/04/2017,51.44
,,,,,,,,,,,,,,,,28/04/2017,51.73
,,,,,,,,,,,,,,,,01/05/2017,51.52
,,,,,,,,,,,,,,,,02/05/2017,50.46
,,,,,,,,,,,,,,,,03/05/2017,50.79
,,,,,,,,,,,,,,,,04/05/2017,48.38
,,,,,,,,,,,,,,,,05/05/2017,49.1
,,,,,,,,,,,,,,,,08/05/2017,49.34
,,,,,,,,,,,,,,,,09/05/2017,48.73
,,,,,,,,,,,,,,,,10/05/2017,50.22
,,,,,,,,,,,,,,,,11/05/2017,50.77
,,,,,,,,,,,,,,,,12/05/2017,50.84
,,,,,,,,,,,,,,,,15/05/2017,51.82
,,,,,,,,,,,,,,,,16/05/2017,51.65
,,,,,,,,,,,,,,,,17/05/2017,52.21
,,,,,,,,,,,,,,,,18/05/2017,52.51
,,,,,,,,,,,,,,,,19/05/2017,53.61
,,,,,,,,,,,,,,,,22/05/2017,53.87
,,,,,,,,,,,,,,,,23/05/2017,54.15
,,,,,,,,,,,,,,,,24/05/2017,53.96
,,,,,,,,,,,,,,,,25/05/2017,51.46
,,,,,,,,,,,,,,,,26/05/2017,52.15
,,,,,,,,,,,,,,,,29/05/2017,52.29
,,,,,,,,,,,,,,,,30/05/2017,51.84
,,,,,,,,,,,,,,,,31/05/2017,50.31
,,,,,,,,,,,,,,,,01/06/2017,50.63
,,,,,,,,,,,,,,,,02/06/2017,49.95
,,,,,,,,,,,,,,,,05/06/2017,49.47
,,,,,,,,,,,,,,,,06/06/2017,50.12
,,,,,,,,,,,,,,,,07/06/2017,48.06
,,,,,,,,,,,,,,,,08/06/2017,47.86
,,,,,,,,,,,,,,,,09/06/2017,48.15
,,,,,,,,,,,,,,,,12/06/2017,48.29
,,,,,,,,,,,,,,,,13/06/2017,48.72
,,,,,,,,,,,,,,,,14/06/2017,47
,,,,,,,,,,,,,,,,15/06/2017,46.92
,,,,,,,,,,,,,,,,16/06/2017,47.37
,,,,,,,,,,,,,,,,19/06/2017,46.91
,,,,,,,,,,,,,,,,20/06/2017,46.02
,,,,,,,,,,,,,,,,21/06/2017,44.82
,,,,,,,,,,,,,,,,22/06/2017,45.22
,,,,,,,,,,,,,,,,23/06/2017,45.54
,,,,,,,,,,,,,,,,26/06/2017,45.83
,,,,,,,,,,,,,,,,27/06/2017,46.65
,,,,,,,,,,,,,,,,28/06/2017,47.31
,,,,,,,,,,,,,,,,29/06/2017,47.42
,,,,,,,,,,,,,,,,30/06/2017,47.92
,,,,,,,,,,,,,,,,03/07/2017,49.68
,,,,,,,,,,,,,,,,04/07/2017,49.61
,,,,,,,,,,,,,,,,05/07/2017,47.79
,,,,,,,,,,,,,,,,06/07/2017,48.11
,,,,,,,,,,,,,,,,07/07/2017,46.71
,,,,,,,,,,,,,,,,10/07/2017,46.88
,,,,,,,,,,,,,,,,11/07/2017,47.52
,,,,,,,,,,,,,,,,12/07/2017,47.74
,,,,,,,,,,,,,,,,13/07/2017,48.42
,,,,,,,,,,,,,,,,14/07/2017,48.91
,,,,,,,,,,,,,,,,17/07/2017,48.42
,,,,,,,,,,,,,,,,18/07/2017,48.84
